month,lead_organisation,organisation_type,donor,sector,education_level,indicator,activity,implementing_partner,county,sub_county,start_date,end_date,activity_status,boys,girls,men,women,beneficiary_type,total_reached,comments,source,number_schools,adm1_pcode,indicator_short,sector_reached
March,UNICEF,United Nations,EAC,Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",BOM training,Finn Church Aid,Marsabit,Marsabit,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,NA,NA,40,15,NA,55,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,60,KE010,5. Educators resilience enhancing,55
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC in Primary schools,Women Educational Researchers of Kenya,Kwale,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,200,242,NA,NA,Vulnerable Residents,442,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE002,1. Access ECD spaces/schools,442
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC in Primary schools,Women Educational Researchers of Kenya,Kajiado,All,2023-03-01T00:00:00Z,2023-05-01T00:00:00Z,Completed,560,534,NA,NA,NA,1094,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE034,1. Access ECD spaces/schools,1094
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC in Primary schools,Women Educational Researchers of Kenya,Kilifi,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,400,357,NA,NA,NA,757,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE003,1. Access ECD spaces/schools,757
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrolment of OOSC in Primary schools,Women Educational Researchers of Kenya,Narok,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,487,326,NA,NA,NA,813,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE033,1. Access ECD spaces/schools,813
March,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions in primary schools,Women Educational Researchers of Kenya,Kwale,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,1200,800,NA,NA,Vulnerable Residents,2000,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE002,6. Children resilience enhancing,2000
March,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions in primary schools,Women Educational Researchers of Kenya,Kilifi,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,160,628,NA,NA,Vulnerable Residents,788,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE003,6. Children resilience enhancing,788
March,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions in primary schools,Women Educational Researchers of Kenya,Kajiado,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,1112,985,NA,NA,NA,2097,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE034,6. Children resilience enhancing,2097
March,UNICEF,United Nations,EAC,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship sessions in primary schools,Women Educational Researchers of Kenya,Narok,All,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,100,278,NA,NA,NA,378,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE033,6. Children resilience enhancing,378
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Save the Children,Baringo,"Tiaty East 
Marigat",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,136,181,NA,NA,Vulnerable Residents,317,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE030,1. Access ECD spaces/schools,317
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,Samburu,"Samburu Central 
Samburu East",2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,241,193,NA,NA,Vulnerable Residents,434,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE025,1. Access ECD spaces/schools,434
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,Samburu,"Samburu Central 
Samburu East",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,327,274,NA,NA,Vulnerable Residents,601,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE025,1. Access ECD spaces/schools,601
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Special Olympics Kenya,Samburu,"Samburu East
Samburu Central
Samburu North",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,14,10,NA,NA,Vulnerable Residents,24,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE025,1. Access ECD spaces/schools,24
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,West Pokot,"Kacheliba
Pokot North
Pokot Central",2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,149,131,NA,NA,Vulnerable Residents,280,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE024,1. Access ECD spaces/schools,280
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,West Pokot,"Kacheliba
Pokot Central 
Pokot North",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,752,737,NA,NA,Vulnerable Residents,1489,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE024,1. Access ECD spaces/schools,1489
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Identification/mapping of out of school children with disabilities was made in Turkana.,Special Olympics Kenya,Turkana,Turkana West,2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,35,51,NA,NA,Vulnerable Residents,86,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,86
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,Turkana,"Kibish
Loima
Turkana Central 
Turkana East
Turkana North 
Turkana West",2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,1850,1590,NA,NA,Vulnerable Residents,3440,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,3440
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Lifeskills Promoters,Turkana,"Turkana Central 
Loima",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,129,106,NA,NA,Vulnerable Residents,235,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,235
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Finn Church Aid,Turkana,"Kibish
Loima
Turkana Central 
Turkana East
Turkana North 
Turkana West",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,125,94,NA,NA,Vulnerable Residents,219,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,219
March,UNICEF,United Nations,EAC,Education,Primary,indicator 1 # of children and youth accessing ECD spaces/schools in drought affected areas,Enrollment of OOSC,Save the Children,Turkana,"Turkana North 
Kibish",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,177,79,NA,NA,Vulnerable Residents,256,Enrolment drives,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE023,1. Access ECD spaces/schools,256
March,UNICEF,United Nations,EAC,Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Curriculum Support officers (CSOs) were facilitated to monitor teachers in the OOSC targeted schools to build on existing transition pathways for OOSC.,Save the Children,Baringo,"Tiaty East 
Marigat",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,NA,NA,11,9,Vulnerable Residents,20,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE030,5. Educators resilience enhancing,20
March,UNICEF,United Nations,EAC,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Mentorship activities were done in 3 secondary schools.,Finn Church Aid,Samburu,"Samburu Central 
Samburu East",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,0,229,NA,NA,Vulnerable Residents,229,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,3,KE025,6. Children resilience enhancing,229
March,AVSI Foundation,International NGO,AVSI,Education,All Basic Education,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,"support schools with clearn water for cooking, drinking and  for cleaning and als",AVSI Foundation,Meru,Mutati,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,4177,4094,81,117,Vulnerable Residents,8469,"9 schools have water tanks where they store rain water water but is not enough to serve the population of the school,   5 schools have boleholes but sometime it dries up when the water table is low ,4 schools have tanks and they receive water from Don Bosco water truck",Consolidated 5W_ Education_Mar 2023 Report.xlsx,18,KE012,"4. Safe water, personal hygiene",0
March,AVSI Foundation,International NGO,Jimuel,Education,Primary,indicator 4 # of schools with adequate quantities of safe water for drinking and personal hygiene,we offed lunch and clean drinking water,Missionary Sisters of the Catechism,Narok,Narok west,2023-01-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,35,25,10,15,Vulnerable Residents,85,lack of enough food to offer,Consolidated 5W_ Education_Mar 2023 Report.xlsx,1,KE033,"4. Safe water, personal hygiene",0
March,Dignitas,National NGO,Stawisha Instructional Leadership Institute (Homa Bay),Education,Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","School leader and teacher leader training and coaching on instructional leadership, learner engagement and classroom culture",Dignitas,Homa Bay,NA,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,NA,NA,63,72,Vulnerable Residents,135,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,36,KE043,5. Educators resilience enhancing,135
March,Action for Sustainable Change,National NGO,UNFPA,Education,All Basic Education,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Distribution of Dignity kits both boys and girls,Action for Sustainable Change,Wajir,Wajir West,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,100,1950,0,0,Vulnerable Residents,2050,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,3,KE008,6. Children resilience enhancing,2050
March,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Life skills training,Finn Church Aid,Turkana,Turkana West,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,129,68,NA,NA,Vulnerable Residents,197,Activity completed and  197 learners benefitted from the trainings.,Consolidated 5W_ Education_Mar 2023 Report.xlsx,2,KE023,6. Children resilience enhancing,197
March,Finn Church Aid,International NGO,BPRM,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Individual counselling,Finn Church Aid,Turkana,Turkana West,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,9,16,NA,NA,Vulnerable Residents,25,"Activity completed. Counselling done for 25 learners from Morning star, Future primary schools and Nationorkor primary schools  were counselled.",Consolidated 5W_ Education_Mar 2023 Report.xlsx,3,KE023,6. Children resilience enhancing,25
March,World Vision Kenya,International NGO,Korea,Education,Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Dignity kits to both boys and girls,World Vision Kenya,Kilifi,Ganze,2023-01-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,196,359,0,0,Vulnerable Residents,555,Dignity kits for learners in primary schools,Consolidated 5W_ Education_Mar 2023 Report.xlsx,40,KE003,6. Children resilience enhancing,555
March,UNESCO,International NGO,PRADA,Education,Secondary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)","Initiative to promote girls' education and empowerment, and to enhance access to digital skills and learning opportunities",The Girl Child Network,Kajiado,Kajiado,2023-01-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,100,250,NA,NA,Vulnerable Residents,350,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,10,KE034,6. Children resilience enhancing,350
March,Voluntary Service Overseas,International NGO,Rieght to Education and Life (RELi),Education,ECE & Primary,"indicator 5 # of teachers / educators trained on resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",supported parents and caregivers of children with disabilities with start up kits to build resilience during this drought period and be able to take/retain their children in school,ERIKs Development Partner,Isiolo,"Kina, Garbatula and Sericho",2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,NA,NA,124,125,Vulnerable Residents,249,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,NA,KE011,5. Educators resilience enhancing,249
March,We World,International NGO,We World Onlus,Education,ECE & Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Psychosocial support including motivational talks,We World,Narok,Narok Central,2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,1857,1822,NA,NA,NA,3679,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,6,KE033,6. Children resilience enhancing,3679
March,We World,International NGO,We World Onlus,Education,ECE & Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Psychosocial support including motivational talks,We World,Narok,Narok North,2023-02-01T00:00:00Z,2023-03-01T00:00:00Z,Completed,577,501,NA,NA,NA,1078,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,1,KE033,6. Children resilience enhancing,1078
March,We World,International NGO,We World Onlus,Education,ECE & Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Psychosocial support including motivational talks,We World,Narok,Narok East,2023-02-02T00:00:00Z,2023-03-01T00:00:00Z,Completed,574,586,NA,NA,NA,1160,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,2,KE033,6. Children resilience enhancing,1160
March,We World,International NGO,We World Onlus,Education,ECE & Primary,"indicator 6 # of children and youth benefiting from resilience enhancing programmes (MHPSS, DRR & Life Skills, etc)",Psychosocial support including motivational talks,We World,Narok,Narok South,2023-02-03T00:00:00Z,2023-03-01T00:00:00Z,Completed,2659,2720,NA,NA,NA,5379,NA,Consolidated 5W_ Education_Mar 2023 Report.xlsx,9,KE033,6. Children resilience enhancing,5379
